text,label
不好意思，纯洁美好不是你来定义的，我还可以说鼻涕虫交配也是自然而然纯洁美好，所以那些觉得鼻涕虫交配恶心的人就是冷漠了？是不是大家都要赞扬一番啊？别人不来干涉就行了，你还蹬鼻子上脸了,1
处理结果呢，进精神病院没？,0
在路上遇到黑人 他们看中国女生的眼神都很恐怖 仿佛就是行走的生殖器 有些黑人甚至会来和你搭讪 我遇到过这样的情况 非常想骂他甚至想打他 但是我不敢 我只能快点走掉 为什么呢 因为我觉得他们可能会有艾滋 真的看到这种人 是从心理到生理上的恶心,1
基区衮出来,1
基本是100％的艾滋感染率，看一个女生后悔的帖子，先是被搭讪要联系方式，之后各种理由邀请吃饭 唱歌等，然后十几个黑G，下迷药qj然后拍视频，然后女生如果事后生气报警之类的，就跪地求饶，然后在拿视频威胁。而且里面女主说黑G有共妻 群P行为，不从就会拳打脚踢，慢慢得寸进尺，一步一步陷入，尺度到最后也越来越大，而且会让女主介绍身边的闺蜜等，最后女主感染了艾滋，一身性病，去肛肠科看病，怀孕了也不知道是谁的，（发生关系有十几个黑G）父母大学老师，父亲断绝了关系，母亲偶尔会去出租屋看她，最惨的是孩子还生下来了，不知道怎么想的，孤身一人带个黑串串，靠母亲救急生活。唉~女主自己都承认一辈子毁了，不知道黑串串有艾滋没，长大别祸害别的女孩。,1
参考少数民族加分政策，然后来个政治正确家长去闹啥的，就它们那脸皮会难受到哪去，只会叫嚣被歧视要“平等”了。然后甚至还会有女老师的特别关怀，前几年我在商场看芒果国际幼儿园的表演，有个待场的黑二代母娃就被一女老师抱着温柔的问这问那，我当场傻眼！这年代了居然还有喜欢嘿二代的，还是受过不少教育的，反倒是我妈这种没文化的农村妇女都说：看那娃是不是云南的怎么这么黑！我说不是，是跟嘿人生的，云南人再黑也不会是这五官呀！我妈啥话都没说了！我说，只要有嘿嘿，再好的国际幼儿园即便免费我都不去！,1
劣信亩人真吓偷,1
难慢不是人，难慢是满子,1
人伦人伦，没听说过购伦，所以人作为高等的生物受到的束缚就多，购没那么高等，受到的束缚就低，人大可不必学购,1
站在女生的角度认为女生不是男人的附属就是大全的话 反正你开心就好,1
这年头某些蓝裤裆都这么明目张胆了？,1
这个。。。元谅我不厚道的笑了。我也想黑一下各地的女孩子,1
下策囧你打曹惊蛇，以后她就会隐藏喜欢黑人的想法，变成一颗规内[蹲],1
地域黑跟教育无关，或者说几乎无关，如果非要说有关的话，那跟该人的德行有关，或者说跟该地区文明进化程度有直接关系。地域黑的集中地，全是历史上文明程度极度低下的满夷地区，现在看它们人模购样的，只不过看着像人，其实质还是没有完全进化到人，无法合理认识、理解和处理人际关系，以及社会国家等的关系，尤其在面临外敌入侵时，其出汉奸叛徒很多，人性极度不堪，阴冷自私狭隘及贼，彼此算计，彼此排斥，导致它们无法团结，可以称之为非人。它们的口头禅就是：哪里有自由，哪里就是祖国，说白了，就是有奶就是娘，你扔一根骨头给它，它一定冲你摇尾巴。对照着看看，都是哪里的？,1
从某种意义上来讲，在座各位都要感谢杨笠，她把大部分笑仙女心声说了出来,1
偷换概念 照你这么说猫购也能当你爹妈 还是好好看点书 劲下写,1
成功把直男/被gay掰弯是种怎样的体验？这里的就很恶心了,1
她是让男人都当天沟，是这意思吧。,1
。。。吧主啊，必须尽快有，省得有人天天发垃圾贴，比如那个天天投票贴什么的,0
我不信，我觉得是和家庭，社交，情感，经历有关系。我没啥异性缘，周围基本都是男的，但我还是喜欢女的，看见难桶之类的。。生理上恶心，比如接吻😅😅,1
所以北师大坐电梯、北航占座如今得到难桶胞的声援，既然女性认为外嫁是自由，以外嫁为荣，那很多事情的逻辑就变了，就没资格国男提啥要求和特权了。在中国土地上，没必要让着崇洋媚外的人。,1
购肉香喷喷，同性恋臭烘烘！购肉还能做成脆皮购肉吃呢，同性恋这么恶心连购都不如！,1
著名大全大师出来啊,0
哪都有小子,0
不要侮辱通知这个词,1
能否尽灭末妖，关乎人类之存亡，文明之延续，责任艰巨，意义重大！,1
你不回我我就末认了,0
兄弟你不懂这种人种置换就是犹太人凯乐其计划最为核心的一环而恰恰республиканскоеправительство又是冲雷及其它们后代从荤的亲儿子同时它们又是犹太人在远东国际重要的核心的分部,1
如何评价这个漏四及老,1
我元单位八十年代就有生肖黑孩的，后来辞职了，父母养孩子，人不知道去哪了。,0
楼主说的太棒各个被国际规制从雷及其它们后代从荤要从各个过家一个不剩赶出去还得全球民间统一结成一个牢不可破联盟而且统一反动Вооруженнаяреволюция推翻国际规制从雷及其它们后代从荤亲儿子左棍和республиканскоеправительство这样才能实实在在最终实现拯救过家与民族重要因素,1
"都是元干的,女全跟元比起来算什么",1
河南的标签:骗钱，穷，投井盖,1
看人吧😢不正常的南通百分之99,1
前有人不贩我我不贩人，现在反过来黑黑人了,1
女全真是典中典?,1
本来就是一帮没啥别的只能靠地域来包装自己优越感的沙*，网上输出暴论自我安慰图一乐罢了。,1
一不小心把仙女整破防了，看来网络上脾气巨大的公主基本都是这样的,1
女全是呢？是不是经费没覆盖？😆,1
有些男的女的看不上⁉为什么会觉得难桶看得上自己🤭,1
丢菜是事实，外地人领菜要花钱是事实，本人优先领菜也是事实，敬老院老人没死就用裹尸袋也是事实，做个核酸打扮的参加舞会一样也是事实，歧视都会有，做好自己，平等对待身边的人！尽量不要给自己地区抹黑！一颗老鼠四坏了一锅汤！,1
跳梁小丑寻组织来了lz说的是你,1
需要亩去引流捏,1
我舍友就是苏北男，我对他印象：犯见,1
我这两个月专门研究过头条，发现很多人黑河南是利益驱使。。。。。。。。。一句话说不完，想想高考你就明白了，黑河南等于保自己的蛋糕。。。。如果河南是对的，等于承认自己不合理地占有了大量资源，那么未来的招生各个省都应该给河南增加名额。。。。。黑河南成立了，说明你生孩子多，复读生多，你的所有所有都是错的，所以你亏活该。。。。🤔,1
可关键是，一般的外国人生的孩子也不会多好看呀？人种论已经被证实是假的了，每个人种有各自的优点。所以，这种纯话还是不要说了，没有哪个种族一定全面都好。就连生殖器官都是一样的，除了个别地区，大部分的人种的生殖器官都差不多。你可以去看看，而且生殖器官也是可以做手术变大的。,0
【政治经济学】蜱判资本主义的封建本质：父权制、男权主义、亲子继承权和抽象的“神圣名义”,0
以前男人还留长发，穿裙子……来来来搞起来，男全是复兴起来,1
高中亩狗可不少，我学校就有好多,1
元来是上边某些人，养黑护黑欢迎黑人，怎么办？,1
垃圾：黑同，同意的顶。颠覆国人的三观，棒垃圾当宝贝。,1
这就有点末曾了,0
在妇女运动喧嚣了一个多世纪以后，男性主义开始在世界各地兴起。“男性弱者”。VoiceforMen领导人接受《红色药丸》采访使用女本位主义（gynocentrism）一词来描述以损害男性利益为代价来偏袒女性的社会状况。他们认为，女性作为生育者对群体人口的增减起到了垄断性作用。因此，即使在强调男女平等的今天，人类族群都会处于繁殖本能和对人口稳定性的考虑，有意无意的将女性重要性放置在男性之上。而男性，因为体能、技能等优势被要求扮演“保护者”和“供养者”等角色，承担更多的社会职责和高风险。尤其当族群面临战争、灾难等危机时，更会优先牺牲男性而去保全女性。这种雄性可弃置性（maledisposability）也体现在当今社会的方方面面，比如：工作报酬与付出不对等（男性的工作时间、工作强度和环境危险程度远远高于女性）、法院在财产分配和子女抚养方面对父方的性别歧视、分割财产倾向于女方、收入下降时被抛弃、遭遇家暴和外遇时缺乏关怀甚至遭到嘲笑等等。而男人自己的繁殖本能也会驱使自己“舍自为女”来求得配偶权。,1
这就是你们txl的好队友吗？,1
突飞屠绿图佟性，爱国爱党爱人民,1
而且我不是副率，我只是普通女性以我的眼睛看世界,0
因为男人不是纯货会把钱花在有价值的地方,0
我是女生，我也是这样。但是控通其实给我造成很大的困扰，因为耽美文学和副率太多了，到处都能看见，导致我都不想打开社交平台了！,1
你知道和购购吗？这就很容易解释郭南为什么觉得末过的女人很恶心了。,1
一百万彩礼😅。。。蜱价涨的速度是不是要失控了,1
这波应该是愚纯的山姆,0
全国黑上海，上海黑拜万，所以被黑的最惨的还是拜万。,1
一生要强的难达仍🙏,1
那些木购，纯纯出生，这个词作为PUA男性的东西，解释权只能在笑仙女手上。,1
末就是末，非我中华民族必为异类，畏威不畏德。,1
开始打难圈了，理中客就出来了,1
最恶心的就是生个肖黑孩，然后拿中国国籍，还尼玛汉族。我是头皮都麻了。,1
你发这种跟那些亩人有什么区别？不穿靴子只是不适合男人而已，而且我想大多数男人也并不想穿靴子，你要是喜欢穿那也是你的自由，你穿就完事了,1
阳光彩虹肖黑马摘完棉花吃西瓜,0
哦我知道了，你呀特别喜欢乱搞，但是呢又怕女的不干净，哎呀这怎么办呢，自己管不住自己的小调子，只能在网上炮轰女性喽。良女你炮轰，因为你怕女人都贞洁起来就没有你小调子用武之地了。sao铝你也炮轰，因为你怕你的小调子被染了病。你说说你可咋办啊，我给你一良计，不如把你的小调子割了吧!,1
这种人在公司里是没怨恨的资本的，要怨就怨他自己的纯吧，如果她把内心中的怨恨表露出来，那么她就该走人，本来大家就对他有意见，你还敢人纯多作怪，好吧，最后走吧，国内再来个可靠的就好，工资多点没什么，之前还可以放心一点。,1
可算有人发现问题的实质了，我们这些过楠才是真的惨。还好现在我国整体经济实力慢慢上来了，也逐步更开放了，个人再努努力，我相信还是有机会争取到其他选项的。共勉～,1
应该且必须蜱判。对于犹太财阀的渗透，必须坚决清理。,1
不是你从哪里证明他器大活好？为什么不是牙签呢？ 这摆明着下想啊。。。。,1
其他的人种不知道，但是白腩的浪漫有情趣绝对是因为他们普遍30岁左右就萎掉了，所以诗酒趁年华🤣。至于南亚非洲那些起该地区，饭都吃不饱，我也想象不出来能有多浪漫。🤣,1
所以他是男的吗？像个笑屁孩啊,1
就烦这种不知道自己几斤几两地吓偷男,1
到处都是反串，被吓坏了，?也不知是身在敌营还是友营，怀疑男性阵营的存在是不是一种骗局，实质上都是敌方势力在挂着羊头卖购肉,0
还没阵亡女人就已经去舔羊带人末带人了,1
本质是不自信，活该,1
黑河南的很多、其他的都不是一个量级的、不要带入其他省、元因是什么、谁知道,1
什么男努力,1
有一说一抖友还是能处的很多报撒畒的都是抖友,1
王耶啵表示很赶,1
捏麻麻的讨论男女权利的人能不能先尊重一下人权,1
同性恋没有正常人，低龄非主流觉得有和别人与众不同的思想很突出自己的高尚，就算有真正相爱的同性也是心理疾病，同时明明知道会遭到议论和歧视又改变不了，还是要为了自己的爱情把家人置于其他人歧视中的小丑，总结一下捏，txl是个自私而且低能，说理说不过又只会无脑的谩骂的低龄心理变态人群，txl这辈子就这样了,1
谁不知道吴施蒙，谁特么活该接盘。,1
我认为的偏见是指在还不了解真实情况或者了解不全的的时候就对某一件事情带有明显的情绪化和极端的观点，例如山西都是挖煤的，上海男人说话都是娘娘腔这种就是很明显的地域偏见，我认为你的好恶只是说你不喜欢txl，可我没说你是偏见。你的好恶是自由的，但偏见不是。,1
但也不是美飞女的中国,1
不要被影视剧洗脑了，多去了解一下国外真实的婚姻相关的数据，看看是不是能接受再说吧。自由的代价就是大量的没爹没吗的孩子,0
先不说是不是全世界都反华，就算人家真的坏，也不是一定纯啊。人家有好东西，有些东西比自己的好，干嘛不学，马克思还是德国人呢，德国还是二战战败国呢，不还是学了？？9年义务教育呢？,1
做这么多伤天害理的事难怪会成长为基佬！,1
其实南方人才是奴性太深，被南下的北方汉人奴役了两千多年，被努力主洗脑，动不动就殉节殉国，得了斯德哥尔摩综合症。正常人最在乎的是自己的生命，而不是什么忠烈名节，长期被奴役的人才恨不得为主子去死还优越感爆棚。,1
你们还是先担心担心房通恋吧吧，票数只有我们的一半以下,0
我曹，怎么我说话就直接删,1
但是归根结底，单是玩玩还是不成气候，背后另有其人。,1
曹非娶处吧,1
老末是啥啊⁉,0
北京，因为一两个没头没尾的视频开地图炮的nt不在少数，甚至衍生出以下评论：“我去北京旅游，给指的路都是反的。”“北京人都特会装，特别排外，外省过来 的在他们眼里就是孙子。”“北京人在家躺着收房租都能月入过万。”“我是北京人，我们上学都是一天三节 课，中午还能去校外吃饭。”我澄清一下：1.北京人也是中国人，不会排外，我一般都不会记得交际圈里有哪个是外省过来的。2.你们平时日子怎么过的，北京日子就是怎么过的，我也得一个月得还6000的房贷，请问躺着月入过万哪里领。3.北京有的学校确实是非常的轻松，具体我也不清楚，但是我高中一天10节加晚自习。这时候有键盘侠就会说了：你就装吧，北京年轻人都特会装，老了估计排的比正黄旗大妈还严重。总结出来一个道理：地域黑的人都是啥b，其中可能还有图谋不轨的，你根本没法和它交流，你跟它讲道理，它阴阳怪气，你跟它急，它直接拉黑，有的还得截屏发个动态：北京人恶心行为被揭露急了。真是林子大了什么鸟都有。,1
此图充分证明女全是没有逻辑的动物，细读第一句,1
老黑的嘴贼甜 有一年去广州出差 走了一天挺累了 就和朋友随便找了一个捏脚的小店按了一下脚 不一会进来个老黑 一看就是常来 进来就挨个打招呼 hi baby 男的也这么叫 后来又进来个老黑和他的中国eg 这家伙就跟开茶话会似的 罗圈夸屋里的女的 eg给翻译 四十岁的女的都不放过 我是真见识了,0
嗨蓝生的孩子再嫁给中国人，不也能稀释干净吗，既然歧视，就一视同仁吧，嫁黑人和娶黑人，都不能接受，别人那是他们的自由,1
国女不也一样xdz、金针菇、茶壶嘴嘛。,1
女同我真的少见，刷难桶梗的贼Tm多。有时候真的搞不懂评论区满脑子是不是全是难桶Hhh,1
我也觉得恶心，我超级不理解那些副率乱磕cp，两个普通兄弟被磕cp我不知道当事人什么想法。不知道这个队伍怎么壮大起来的，以前我也不讨厌，可是后来泛滥了，一百个男的里有四十多都是难桶，就开始厌恶了，我也不太相信他们天生取向有问题，大概我是烦那些传播同性恋的人,1
那是txl吗,0
我也歧视末啊，咋滴,1
分享一个我的故事和一个事故我和同桌说，我是gay，然后他一脸怀疑，问我是不是真的，我说是真的，然后他一脸惊讶第二天，他用嫌弃的眼神看着我第三天，他一看我就猥琐发笑,1
那果子狸是男的吗？给这个人点赞的都是男的嘛？😄知乎b站微博里面的女全是都是男的？,1
很明显，男的是如果不饥渴到走投无路是不会去娶黑率的。而女的就不一样了，你在网上能搜出来的黑黄配几乎都是女的找黑人。中国境内的黑人混血儿，你去随便去问问，随便去，母亲不是中国人的你来找我！,1
慰安妇是被强迫的，eg是自愿的，eg真正的应该算是汉奸的老婆,1
能发这评论的，应该也只有里个吧,1
我是同性恋 我为啥要觉得恶心,0
能接受的只有一种情况，他祖上也被末过,1
现在蜱站全是确实越来越多了，md昨天看个冷门动漫弹幕里都有拳尸恶心人,1
目前，虽然蝴蝶及已经滚蛋，但我们还是不能高枕无忧，因为美飞势力还企图封掉黑人吧（）我觉得我们目前应该吸取广州黑人吧被封的教训，制定出吧规，并严格执行之，免得黑人吧被封。,1
凯勒其计划，犹太人推动,0
教育开始就在教育男生让女生，还要保护，神它吗绝了。最讨厌就是女生自己说你们男生要让着女生,1
停停停，明明是有人爱吃香菜和有人爱吃葱姜的问题，咋在你这就成大便了？呵呵，偷换概念罢了。你一定要说同性恋是吃大便的话那异性恋就是喝尿，反正半斤八两，你说异性恋不能蜱判大便臭，那我寻思同性恋就能蜱判尿臭了？明明是两边都是政治正确，在你这就选择性彦下的成了“异性恋被同性恋政治正确迫害”了？😆,1
收钱说话的走购罢了,1
steve是一名心理咨询师与心理学科普作者，畅销书《假性亲密关系》作者。2017年中国最具影响力前50名的心理学者。其个人博客“steve说”被评为2019苹果最佳博客，该博客以长达1-2小时的长对话与深交谈为主，通过深度交流拓展意识边界，探索个人成长。在这一期节目，请来了芝加哥Loyola大学的社会学博士巍伟，目前是华东师范大学社会学系的副教授。同时也是一名通知。在steve与魏伟的交谈中，从通知议题到酷儿文化，从群体问题反思社会问题，潜入深出，有趣且拓展心智，推荐给各位。,0
歧视这个词不太好，太过了。但确实，很多txl给人的观感并不好，我觉得，这个网络也对人有太多影响，短视频里那些娘里娘气的、装疯卖傻的，让人反感，给孩子们不好的教育示范。,1
老双表购了,1
嘿嘿，一起减一起减。话说潮汕火锅什么味道啊，求科普≥﹏≤,0
下见的杂种,1
弱智基佬二次元《为您排解苦闷💄》这条基佬在外面乱玩得了HIV，顶着被家里人催婚的压力骗婚。他发的帖子已经被自己删除了，你野📉我好心相劝却被基佬拉黑了,1
境外势力 绝对是 7年前我就遇见过有国外组织带领某些人大力黑安徽的 组织的头是个中国通的美国人 当时他住在上海 对中国文化了如指掌 中文很好还懂古诗什么的 他们假装上海人黑安徽人 带动真的网上上海人黑安徽人 后来黑完安徽又选择黑河南 元因是因为他们认为河南是华夏中心起源等等 其实我还想说更多 但是我不能 我很怕 我只能说这么多,1
直接举报这个嗨币，,1
我觉得除此以外学校的教育中也不应该屏蔽同，应该教育什么是同？为什么会有这种东西的产生，这样才能避免。在同中怎么样的行为是正确的？我觉得同产生的很多问题其实非常的像在没有道德管辖下的人基本应该都会产生。所以导致了其实同他还没有成为完全的社会人，而是一个自然人。说实话，那些乱伦如果在远古时代，我想应该是非常常见的，无论是什么性恋。所以我们应该传播正确的价值观。即便他已经不是普通主流的了，也要给他教导他所处性取向的正确价值观，而不是放纵发展。房通的这个行为，特别像是。不管树苗怎么长，等一段时间后哪个长歪了把哪个砍了。在树苗的生长过程中应该去纠正它，而不是真的放着它发展，结果长歪了还嫌弃它歪了。,1
下辈子当购吧,1
哎，奈何末数量越来越多好多。,1
能最大程度杜绝当地正府的腐败，也能最大限度避免大规模冲突，还能把不安定因素局限在有限的范围内。一举多得，多方盈利的事情。至于“反对种族歧视”。。还是让它去了折堆待着吧,1
说的什么jb，他爹咋了？,1
看到阿娜我就放心了,1
你一个烧及在这挑拨男女对立？？？***眼,1
深柜竟在房通身边,1
极端女权，极端难圈 这个输入法有点意思,1
这种nt言论一看就是起吃达如，也只有他能做到了,1
而且这种赤裸裸看不见销烟殖民是有着为了实现犹太人凯乐其Zerstörung des Menschen计划是有着犹太人在全球众多分部在外国Правительство左棍而在远东则是республиканскоеправительство内应而这些内应又恰恰又是冲雷及其它们后代亲儿子,1
刻板印象，骗婚不等于难桶。,0
普兴女定义：普信率指的是很普通却又迷之自信的女人。普信率不等于普通的女生不能自信，普信率是指普通又自信的女性，明明很普通却表现的过于自信甚至自负，然后对男生能力、长相、工作、收入、学历、身高等等各种挑剔的女生，但是自己却没有自知之明。“你那么普通，却那么自信”差不多就是这个意思。,1
😆😆😆我不着急呀，你赶紧找，我就末末看着你们使劲媚外。哈哈哈哈哈哈哈,1
应该把你这种黄皮嗨币物理阉割,1
这女的骗人在先，连精神病都骗。17年开始就一直有男朋友。19年还和别人谈，20年年初还收了钱，上面说好了要求的。朋友圈自己也答应的。收钱的时候聊得有来有回。21年5月份才给回来，骗钱骗感情骗时间，专挑老弱病残骗，被揭穿就撒泼，伤害自己来威胁别人，还好意思出来叫。就这倒霉性格，谁遇到也看不惯，只要一放过，就被说成自己错一样。男的也一样，还威胁要杀别人,0
第二張圖無感，第一張圖真伞兵，另外男足真是不爭氣,1
嗨万亿抢完了结果一看这文物是现代伪造的，尴尬了,1
美国的忠实走购，中国砸再多钱也喂不熟,1
black，neger，意思是黑够,1
属术被俺整急了,1
我只是生理性，不受控制的反胃…我其实也满好奇为什么自己会有这种不受控制的生理反应,0
听完他的回答，我他娘竟然有相同的想法，看来难桶胞的价值观都差不多……,0
侮辱通知一词,1
所以为了不产生家暴建议女全嫁给黑黑,1
女性在这个世界上除了繁衍能力之外，对文明的推动几乎没有一点贡献，如果男性解决了困扰自身的繁衍能力后，女性会不会沦为交易的货物，或者努力呢？本来现在女性的社会地位的提高，就是男性对女性最大的宽容了，如果女性仍旧对现在自身的地位不满，那女性的末日就会很快来到！,1
有趣的事，这些女的都是坚定的女全🐶,1
还有一些连黑都不算的，直接对江西骂的都有，骂江西人ex的，骂江西重男轻女第一的，骂江西人跟韩国人一样自大的。还有些冒充江西人的外省人，以江西的名义去到处比比，真就跳进黄河洗不清了，我是没见过有哪个省被黑得这么厉害,1
寄生虫太多了，舌忝犭句也惯着。。现在侽上加侽的很多，二次元，躺平的，竞争已经不大了，但是舌忝犭句。。。只针对舌忝犭句：那些舌忝犭句们，今天520送红包了吗希望送了红包能在一起，而不是连手都没牵过哦。?,1
民主党搞的和平演变路线，说白了就是葵花宝典，美国国内现在也是一堆这些破事儿，把自己切了让别人死。典型的又纯又坏。,1
说出马报兰三个字就可以直接pass，肉眼可见，娶回来也是家宅不宁,1
前段时间出了个率冒宝app，专门核查女友有没有上过外国人的床，有没有被外国人拍了小视频打到外网上赚钱。,0
这个就是一个购,1
浦东惠南地铁站经常看到黑人出没，应该是那几个外国语学校的留学生或者言垃圾黑外教，发现它的窝就举报它,1
楼主兄弟我觉得你这思想简直就是一厢情愿和自作多情作为国际规制从雷及其它们后代从荤从古至今寄生多少文明过家然后最后都把这些文明和民族都毁灭蚕食殆尽然而它们这些冲雷/从荤入寝者滚蛋没。说白了让所有它们滚蛋还是要靠武力搜山捡海不放过它们才能所有滚出我们过土,1
南方吹特别纯😓话说南方其实也不是铁板一块，南方内部的文化分歧比北方大多了,1
楼主末曾人，刚从医院放出来大家别见怪,1
所以中国男性很少找欧美女性啊，你们国女在中国男人眼里，那可是“笑仙女”，“在逃公主”，说不得、骂不得。在黑人白人眼里，那可是“东亚的贤妻良母啊。”我们这些low匹中国男人，就老老实实找东亚的，东南亚的就好了。,1
田園女全和正常女權的區別就在於前者只會在網上噴垃圾話，後者付諸實踐並證明男性能夠做到的事情女性也可以,1
这个楼组不是那个有着十八年监狱经历努力大区嘛怎么又换马甲来忽悠无知小白还那个年轻人恐怕说得不错能为入寝寄生人类社会的各个过家和自己过家国际规制从雷及其它们后代从荤开脱而且说的如此连自家脸都不要究竟这些这等货色究竟是什么样心态说不定就是歸从租当中理中客,1
身边很多人，说明身处及窝嘛,1
这种÷剩都懒得说它们省的龌蹉事,1
这几年大概许多元吧友都隐退了，吧里的帖子价值和热度都不如以前，再加上百度阴间管理，很多吧都容易被攻破,0
这种nt发言一度让我怀疑是友军反串,1
你就这么饥想要看男人？表紫一样不停电话我还必须视频？我什么时候说要和你视频的？你这个砸披的说法一直在变，先是我来见你，然后你来见我，我给了你地址你要图片，还要打电话，电话了你要视频。你电信诈骗员出身的？你自己看一看你这一套东西下流不？记住了明天到了或者快到了V联系我就行,1
可以当小三啊，又不违法，至于一夫多妻，你以为有钱人是傻子，你没有利益交换的价值干嘛娶你？娶你分家产？,1
中国，五千年历史，历史之悠久，非外邦可比拟。中国，自古是黄种人的土地。如今，外来hr多是无素质、无才能，没有对我国有任何贡献，而且祸害中华女性，留下hr杂种，贻害千年，更甚者有黄种人之未有的特权，此者，当驱。外来者，若有才能，且有贡献者，可留。不要使华夏传统优秀文化消失，华夏之复兴，在诸君你我！,1
拼生孩子还真拼不过，国男喜欢养孩子，末从来不养，怀了就跑路，,1
哈哈哈对 你说的是事实 我是0(我很认同自己的男性身份 我长得也还挺不错) 大部分基佬都挺恶心的 油腻 普信 真的就是整个生活都是靠下半身活着 有些比女的还八卦 我真不像其他基佬一样 像个酿跑 我也不会对直男有感觉 都jb哥们 我男性朋友知道我是gay之后并没啥反应 并没觉得我不正常 因为我平时就很正常 我觉得我快成房通那群体得了,1
懂了，元来微博对标的是虎扑！谢谢您，涨知识了,0
不管是什么元因交往的黑人，都绝不接受,1
男人如购；女人如猫，对购的评价总是正面占多数，对猫的评价总是负面占多数。被恨总比被轻视好，人不会骂购，因为购本来就是一个骂人的词,1
我见过一次四川人都骂别人是南宋仍，难道四川也不属于南宋范围内吗,1
上个星期我靠着举报三飞黑人赚了一万多，还是兼职做的,1
吧务和几个等级高的蛇鼠一窝，整天高强度巡逻删评，双表玩的飞起,1
他怎么这么牛P呢怎么不找188190大高个呢是怕被一脚踢死吗40的人了天天在这装p怎么不去gay吧里喊呢啥也不是自导自演没准都是自己小号对小号截图为了显自己牛p小丑一个,1
反感怎么不是自由，全天下的东西你都喜欢？你喜欢购四吗？不喜欢的话，你很狭隘,1
上海人路过，我有时候特地喷喷这种有问题的人发泄一下垃圾情绪，上海是风口浪尖的地域黑这种事从来不缺席🤔,1
小砸披，明天不到就不要再来这个论坛丢脸了。,1
最好东北人拼s抵抗，你们全s光了，难达仍好风花雪月歌舞升平。,1
喝舍得酒，做普信难，没毛病,1
你们的教授三观还是满正的，不像某些推崇非洲文化的叫兽,1
大风起兮云飞扬，安得猛士兮守四方，黑除，任何时候都要剿，不剿不行,1
最怕的是那些跟黑人玩过的蓝裤裆，哪天她不玩了，突然装纯了，以前的过去隐藏的好好的，找到一个老实人，然后突然变成了贤妻良母，这才是最恐怖的,1
嫁及随及，嫁购随购，嫁三儿随三儿咯🤣🤣,1
lgbt人士的五大双表行为1.高喊“包容、多元的口号”，但对同性恋行为有反对意见的人却有极大敌意，拒绝包容与自己不同的思想，很少愿意理性对话。因此，同性恋群体常是最不包容和狭隘的群体之一。也就是“你必须包容我，但是我绝对不包容你。”这一条在网络论坛上是事实。论坛上玩家年龄普遍小，性格心理不稳定，知识认知等也未必够。包容心缺乏是常事，也容易随意谩骂。这一点在网络所有方面都存在，也不容易解决。只能每个人从自己做起。,1
行行行，女的都是吧破，男的从不八卦，男的看娱乐新闻都会立刻去世，不死就是没有男子气概😄普信难值得骄傲，值得赞扬，您满意了吗😄,1
这个真没看清楚，只见到两人撕打，女的一边打一边骂，让黑归“选我还是选她”，口音很像我喜欢的一个博主（北京人）。,1
我倒是希望天沟和贵难多一点，如果没有他们的软弱，怎么体现觉醒的进步呢。我这个人还是自私一点的，我还是认为雄竞大于教育。如果他能觉醒，自然是战友兄弟，如果不能的话，那就让他被榨干被抛弃喽。修身齐家，同情别人的前提是自己做好,1
大全了大全了,0
以前觉得不能盲目看不起别人，可惜现实是黑外教、黑留学生垃圾真的多。,1
大部分是副率,1
嫁嗨蓝是你的自由，但请去它们国家，别在又想在中国占着资源，还骂着我们国家的男性，你，不配，可懂？,1
为什么心灵及汤总是向着女性说话？,1
新群，一起报撒笑仙女啊,1
现在的爱国还是真爱国么……已经快要沦为攻击别人的工具了。[单身购]好好努力工作遵纪守法都不足以证明自己爱国，还必须要学会喊口号，学会去蜱评别人，要“不爱国”的人划清界限，当大家都沉浸在谴责中的时候，骂的不够大声都是不爱国。,0
真是国际募购总是那么迷之自信准确来说并不是国际规制从雷及其它们后代从荤是犹太人走购鹰犬爪牙深入到中国的各行各业才是真事,1
整死都想，还蜱判，你父母得被你气死，还得和你断绝关系后，反正我是这种人,0
往后再看到不分青红皂白胡乱大全的大家都去点个赞吧！恶人自有恶人磨，这么大戾气肯定也是生活中有人照顾着的,0
有一个穿衣服的新兴，向甄子丹吐槽说他只是皮肤黑，就被人歧视。完全是在掩盖其兽性，转移目标。,1
Y吧呗，那里每天房通的人挺多的,1
有个个张口“普信难”的微博在，小孩怎能不有样学样。,1
出她女马蜱手！！！这一看就让利个入过了，愿打愿挨！看猴戏,1
哈哈哈哈哈哈哈愤怒的红苕真的唉（元谅我 我是评论中的一股泥石流,0
为什么理中客天沟贵难鸵鸟还这么多，就是在贴吧男权吧和华东理工大学吧发贴也能看见，而像B站这种地方更是不少，我嘲讽一个女UP主面对“搞笑女没有爱情”这个梗破防并且说是什么对女性的束缚，却用“普信难”这个词用得这么溜，结果被她拉黑给挂了。而她的粉丝中，甚至很多男的跑来骂我，这些男的是怎么会事呢？?,1
还有俩男的争一个，当街打架扇嘴巴，当街舔，真恶心,1
。。虽然我对这个答案也挺迷惑但是基佬就没工作就不能有工程师了？?,1
元来女人在你眼里就是个盘。。。 有本事你可以不接的嘛。,1
广西的末末刷评论末末走开,0
女的发的微博，图4里边看手指应该是个贵难?给人家洗脚呢，可转头就被拍下来发微博上让集美们看笑话了,1
几千年人类历史都非常在意血统，杂种无论中西方从来是不好的词。你仔细想想,1
你还是多读点书吧，少上网，普信难什么意思和出处你知道吗,1
终于喝了一回男权的及汤了,0
